country_code,month_end_date,SENT_ORTH_DIV_PREMIUM,SENT_ORTH_DIV_PREMIUM_lag,SENT_ORTH_DIV_PREMIUM_fitted,SENT_ORTH_DIV_PREMIUM_innovation,SENT_ORTH_DIV_PREMIUM_innovation_lag
SWE,2018-10-31,-1.0111068385284907,-0.9075317624311541,-0.7253005171739053,-0.2858063213545854,-0.11159062947436593
SWE,2018-11-30,-0.5649714519246304,-1.0111068385284907,-0.8075138258719382,0.24254237394730782,-0.2858063213545854
SWE,2018-12-31,-0.810824088947311,-0.5649714519246304,-0.45339131259943694,-0.357432776347874,0.24254237394730782
SWE,2019-01-31,-1.004196729391129,-0.810824088947311,-0.6485382485551116,-0.35565848083601737,-0.357432776347874
SWE,2019-02-28,-0.9244752000249756,-1.004196729391129,-0.8020288872452638,-0.12244631277971185,-0.35565848083601737
SWE,2019-03-31,-0.5993201416588112,-0.9244752000249756,-0.7387494676144305,0.1394293259556193,-0.12244631277971185
SWE,2019-04-30,-0.4675474821561636,-0.5993201416588112,-0.480655781416581,0.0131082992604174,0.1394293259556193
SWE,2019-05-31,-0.45723214106975996,-0.4675474821561636,-0.37606047971029993,-0.08117166135946002,0.0131082992604174
SWE,2019-06-30,-0.31735356012781635,-0.45723214106975996,-0.36787261875941807,0.05051905863160172,-0.08117166135946002
SWE,2019-07-31,-0.8177258683420771,-0.31735356012781635,-0.2568431955764164,-0.5608826727656606,0.05051905863160172
SWE,2019-08-31,-0.6277959345969883,-0.8177258683420771,-0.6540165754009869,0.02622064080399855,-0.5608826727656606
SWE,2019-09-30,-0.5291007420212774,-0.6277959345969883,-0.503258604831816,-0.02584213718946149,0.02622064080399855
SWE,2019-10-31,-0.650598685155475,-0.5291007420212774,-0.4249187315729889,-0.22567995358248616,-0.02584213718946149
SWE,2019-11-30,-0.1663818717688042,-0.650598685155475,-0.5213584184304788,0.3549765466616746,-0.22567995358248616
SWE,2019-12-31,-0.3398696149797167,-0.1663818717688042,-0.13700855497177533,-0.20286106000794135,0.3549765466616746
SWE,2020-01-31,-0.5910820165705392,-0.3398696149797167,-0.2747154428191942,-0.31636657375134497,-0.20286106000794135
SWE,2020-02-29,-0.3960095502783837,-0.5910820165705392,-0.474116722537796,0.07810717225941233,-0.31636657375134497
SWE,2020-03-31,0.21881899903818297,-0.3960095502783837,-0.31927683736414675,0.5380958364023297,0.07810717225941233
SWE,2020-04-30,2.361472164997967,0.21881899903818297,0.1687468380790077,2.1927253269189593,0.5380958364023297
SWE,2020-05-31,0.19806978108319334,2.361472164997967,1.8694900361851292,-1.671420255101936,2.1927253269189593
SWE,2020-06-30,-0.08299887693776004,0.19806978108319334,0.15227702772257393,-0.23527590466033396,-1.671420255101936
SWE,2020-07-31,0.05021954737973061,-0.08299887693776004,-0.07082282619887229,0.1210423735786029,-0.23527590466033396
SWE,2020-08-31,0.31893141681320747,0.05021954737973061,0.034920059593330596,0.28401135721987686,0.1210423735786029
SWE,2020-09-30,0.15463048832127527,0.31893141681320747,0.24821164194079476,-0.09358115361951949,0.28401135721987686
