country_code,month_end_date,proxy_code,raw_value,paper_proxy_name,source_name,build_status,exact_replication_flag
SWE,2012-05-31,DIV_PREMIUM,-1.9145984498691777,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2012-06-30,DIV_PREMIUM,-1.8841549051588067,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2012-07-31,DIV_PREMIUM,-1.9171465555021068,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2012-08-31,DIV_PREMIUM,-1.9625595225991708,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2012-09-30,DIV_PREMIUM,-1.744141037747917,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2012-10-31,DIV_PREMIUM,-1.74654975613007,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2012-11-30,DIV_PREMIUM,-1.5714794303947466,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2012-12-31,DIV_PREMIUM,-1.4944959293412852,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-01-31,DIV_PREMIUM,-1.6460707151493423,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-02-28,DIV_PREMIUM,-1.5714713747468385,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-03-31,DIV_PREMIUM,-1.6292817765001468,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-04-30,DIV_PREMIUM,-1.7661687744709786,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-05-31,DIV_PREMIUM,-1.3983516431956744,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-06-30,DIV_PREMIUM,-1.674482462756133,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-07-31,DIV_PREMIUM,-1.5901898774379217,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-08-31,DIV_PREMIUM,-1.4999954842302357,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-09-30,DIV_PREMIUM,-1.5010545331163268,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-10-31,DIV_PREMIUM,-1.4255710645765345,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-11-30,DIV_PREMIUM,-1.3885774274443317,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-12-31,DIV_PREMIUM,-1.2594972983125323,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2014-01-31,DIV_PREMIUM,-1.2867253752123398,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2014-02-28,DIV_PREMIUM,-1.3416501935161307,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2014-03-31,DIV_PREMIUM,-1.4542678952904045,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2014-04-30,DIV_PREMIUM,-1.5165161884394198,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2014-05-31,DIV_PREMIUM,-1.3957968482985617,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2014-06-30,DIV_PREMIUM,-1.3207997536557847,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2014-07-31,DIV_PREMIUM,-1.2067007208002303,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2014-08-31,DIV_PREMIUM,-1.2992589591724228,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2014-09-30,DIV_PREMIUM,-1.2444618733353763,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2014-10-31,DIV_PREMIUM,-1.0253337512467882,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2014-11-30,DIV_PREMIUM,-0.8907946217741416,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2014-12-31,DIV_PREMIUM,-0.8832130234376185,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2015-01-31,DIV_PREMIUM,-0.9117873506320495,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2015-02-28,DIV_PREMIUM,-0.9249799186506942,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
