sort_variable,sort_type,sentiment_prone_direction,sentiment_prone_interpretation,month_end_date,spread_code,spread_return,long_code,short_code,return_leg
ME,continuous,low_minus_high,small_firms,2011-10-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,-4.927961571986329,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2011-11-30,SENTIMENT_PRONE_MINUS_INSENSITIVE,-1.6315964941182637,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2011-12-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,-16.68246438339512,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2012-01-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,17.177335193916072,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2012-02-29,SENTIMENT_PRONE_MINUS_INSENSITIVE,3.6813841921451336,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2012-03-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,13.74099092384461,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2012-04-30,SENTIMENT_PRONE_MINUS_INSENSITIVE,2.4739035277601378,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2012-05-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,1.0153520280584587,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2012-06-30,SENTIMENT_PRONE_MINUS_INSENSITIVE,-5.3964681926645515,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2012-07-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,-4.909928040928332,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2012-08-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,5.116628643402989,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2012-09-30,SENTIMENT_PRONE_MINUS_INSENSITIVE,-5.476180386620658,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2012-10-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,5.693572307105488,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2012-11-30,SENTIMENT_PRONE_MINUS_INSENSITIVE,-3.3331380879900485,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2012-12-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,-4.666886336393496,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2013-01-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,36.82140694474602,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2013-02-28,SENTIMENT_PRONE_MINUS_INSENSITIVE,2.363671824394154,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2013-03-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,2.5731440396120204,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2013-04-30,SENTIMENT_PRONE_MINUS_INSENSITIVE,-9.814854824718964,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2013-05-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,-13.375795742766817,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2013-06-30,SENTIMENT_PRONE_MINUS_INSENSITIVE,13.9948473530073,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2013-07-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,9.486749486929007,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2013-08-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,3.352963104874343,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2013-09-30,SENTIMENT_PRONE_MINUS_INSENSITIVE,-1.5149442900382901,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2013-10-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,14.846041308814257,P01,P10,directional_spread
